key,source_text,target_text
block.productivetrees.moonlight_magic_crepe_myrtle_pressure_plate,Moonlight Magic Crepe Myrtle Pressure Plate,ムーンライトマジッククレープマートル感圧板
block.productivetrees.peach_bookshelf,Peach Bookshelf,ピーチ本棚
item.productivetrees.jackfruit,Jackfruit,ジャックフルーツ
item.productivetrees.maple_syrup,Maple Syrup,メープルシロップ
block.productivetrees.clove_door,Clove Door,クローブドア
block.productivetrees.expansion_box_alder,Alder Expansion Box,アルダー拡張ボックス
block.productivetrees.purple_crepe_myrtle_fence_gate,Purple Crepe Myrtle Fence Gate,パープルクレープマートルフェンスゲート
block.productivetrees.star_anise_crate,Crate of Star Anises,スターアニスの木箱
block.productivetrees.sweetgum_sapling,Sweetgum Sapling,スウィートガム苗木
block.productivetrees.aspen.latin,Populus tremula,Populus tremula
block.productivetrees.european_larch_stairs,European Larch Stairs,ヨーロッパカラマツ階段
block.productivetrees.night_fuchsia_sign,Night Fuchsia Sign,ナイトフクシア看板
block.productivetrees.loblolly_pine_door,Loblolly Pine Door,ロブロリーパインドア
block.productivetrees.cempedak_log,Cempedak Log,セムペダク原木
block.productivetrees.cocobolo_leaves,Cocobolo Leaves,ココボロ葉
block.productivetrees.cocobolo_potted_sapling,Cocobolo Potted Sapling,ココボロ鉢植えの苗木
block.productivetrees.peach_log,Peach Log,ピーチ原木
block.productivetrees.juniper_fence,Juniper Fence,ジュニパーフェンス
block.productivetrees.copoazu_fence_gate,Copoazu Fence Gate,コポアズフェンスゲート
tag.item.productivetrees.cork_oak_logs,Cork Oak Logs,コルクオーク原木
block.productivetrees.breadfruit_fruit,Breadfruit Fruiting Leaves,ブレッドフルーツ実のなる葉
block.productivetrees.cedar_button,Cedar Button,シダーボタン
block.productivetrees.yellow_meranti_sign,Yellow Meranti Sign,イエローメランティ看板
block.productivetrees.rubber_tree_planks,Rubber Tree Planks,ゴムノキ板材
block.productivetrees.socotra_dragon_fence_gate,Socotra Dragon Fence Gate,ソコトラドラゴンフェンスゲート
block.productivetrees.copoazu_crate,Crate of Copoazu,コポアズの木箱
block.productivetrees.flowering_crabapple_fence,Flowering Crabapple Fence,ハナリンゴフェンス
block.productivetrees.pecan_pressure_plate,Pecan Pressure Plate,ペカン感圧板
block.productivetrees.sour_cherry_fence_gate,Sour Cherry Fence Gate,サワーチェリーフェンスゲート
block.productivetrees.sweetgum_slab,Sweetgum Slab,スウィートガムハーフブロック
block.productivetrees.tangerine_fence,Tangerine Fence,タンジェリンフェンス
block.productivetrees.avocado.latin,Persea americana,Persea americana
block.productivetrees.bull_pine_sign,Bull Pine Sign,ブルパイン看板
block.productivetrees.holly_log,Holly Log,ヒイラギ原木
block.productivetrees.rainbow_gum_leaves,Rainbow Gum Leaves,レインボーガム葉
block.productivetrees.silver_fir_sign,Silver Fir Sign,シルバーファー看板
block.productivetrees.candlenut_log,Candlenut Log,キャンドルナット原木
block.productivetrees.european_larch_sign,European Larch Sign,ヨーロッパカラマツ看板
block.productivetrees.sour_cherry_sapling,Sour Cherry Sapling,サワーチェリー苗木
block.productivetrees.grandidiers_baobab_hanging_sign,Grandidiers Baobab Hanging Sign,グランディディエバオバブ吊り看板
block.productivetrees.roasted_pecan_crate,Crate of Roasted Pecans,ロースト済みペカンの木箱
block.productivetrees.beech_stripped_log,Beech Stripped Log,ビーチ樹皮を剥いだ原木
block.productivetrees.rainbow_gum_planks,Rainbow Gum Planks,レインボーガム板材
block.productivetrees.osage_orange_fruit,Osage Orange Fruiting Leaves,オセージオレンジ実のなる葉
block.productivetrees.advanced_mandarin_beehive,Advanced Mandarin Beehive,高度なマンダリンハチの巣箱
block.productivetrees.carob_door,Carob Door,キャロブドア
block.productivetrees.pecan_fruit,Pecan Fruiting Leaves,ペカン実のなる葉
block.productivetrees.allspice_fence,Allspice Fence,オールスパイスフェンス
block.productivetrees.logwood_fence,Logwood Fence,ログウッドフェンス
block.productivetrees.monkey_puzzle.latin,Araucaria araucana,Araucaria araucana
block.productivetrees.citron_door,Citron Door,シトロンドア
block.productivetrees.expansion_box_sycamore_fig,Sycamore Fig Expansion Box,シカモアイチジク拡張ボックス
block.productivetrees.copper_beech_door,Copper Beech Door,カッパービーチドア
block.productivetrees.douglas_fir.latin,Pseudotsuga menziesii,Pseudotsuga menziesii
block.productivetrees.european_larch_door,European Larch Door,ヨーロッパカラマツドア
block.productivetrees.lemon_slab,Lemon Slab,レモンハーフブロック
block.productivetrees.mahogany_hanging_sign,Mahogany Hanging Sign,マホガニー吊り看板
block.productivetrees.star_fruit_button,Star Fruit Button,スターフルーツボタン
block.productivetrees.advanced_western_hemlock_beehive,Advanced Western Hemlock Beehive,高度なウエスタンヘムロックハチの巣箱
block.productivetrees.apricot_hanging_sign,Apricot Hanging Sign,アプリコット吊り看板
block.productivetrees.sweetgum_leaves,Sweetgum Leaves,スウィートガム葉
block.productivetrees.ipe_wood,Ipe Wood,アイペ木材
block.productivetrees.sandalwood_stripped_log,Sandalwood Stripped Log,サンダルウッド樹皮を剥いだ原木
block.productivetrees.walnut_door,Walnut Door,ウォルナットドア
block.productivetrees.wenge_fence,Wenge Fence,ウェンジェフェンス
block.productivetrees.cocobolo_button,Cocobolo Button,ココボロボタン
block.productivetrees.foggy_blast_hanging_sign,Foggy Blast Hanging Sign,フォギーブラスト吊り看板
block.productivetrees.rowan_wood,Rowan Wood,ローワン木材
block.productivetrees.sycamore_fig_fence,Sycamore Fig Fence,シカモアイチジクフェンス
tag.item.c.storage_blocks.granny_smith_apple,Granny Smith Apples,グラニースミスアップル
block.productivetrees.expansion_box_aspen,Aspen Expansion Box,アスペン拡張ボックス
block.productivetrees.old_fustic_fence_gate,Old Fustic Fence Gate,オールドフスティックフェンスゲート
tag.item.c.storage_blocks.allspice,Allspices,オールスパイス
block.productivetrees.mahogany_planks,Mahogany Planks,マホガニー板材
block.productivetrees.papaya_button,Papaya Button,パパイヤボタン
block.productivetrees.hawthorn_stripped_log,Hawthorn Stripped Log,サンザシ樹皮を剥いだ原木
block.productivetrees.advanced_nutmeg_beehive,Advanced Nutmeg Beehive,高度なナツメグハチの巣箱
block.productivetrees.expansion_box_walnut,Walnut Expansion Box,ウォルナット拡張ボックス
block.productivetrees.lime_trapdoor,Lime Trapdoor,ライムトラップドア
